device_id,timestamp,screen_status,bright_level,bright_mode,screen_on_time,bluetooth,gps_status,gps_activity,saving_mode,nfc,flashlight,airplane_mode,fingerprint,orientation,battery_level,battery_health,battery_charging_status,battery_connection_status,battery_temperature,battery_current,battery_voltage,battery_power,network_mode,mobile_mode,mobile_status,mobile_roaming,mobile_rx,mobile_tx,wifi_status,wifi_intensity,wifi_speed,wifi_ap,wifi_rx,wifi_tx,network_operator,sim_operator,mcc,mnc,ring_mode,sound_level,playback_status,ram_usage,ram_free,rom_usage,rom_free,cpu_usage,cpu_temperature,up_time,sleep_time,frequency_core0,frequency_core1,frequency_core2,frequency_core3,frequency_core4,frequency_core5,frequency_core6,frequency_core7,foreground_app
10270b8780270b80,10-11-2022 11:41:48,1,19,0,16,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.137634,3.892,0.535671528,1,0,0,0,0,0,1,-66,58,0,57,58,Vivo,Vivo,724,11,0,0,0,4015419392,1902526464,89891418112,26028113920,84,37.0,2716691,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,1324.8,1324.8,1
10270b8780270b80,10-11-2022 11:41:49,1,19,0,17,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.265808,3.892,1.034524736,1,0,0,0,0,0,1,-65,52,0,28,52,Vivo,Vivo,724,11,0,0,0,4014120960,1903824896,89891418112,26028113920,87,37.0,2716692,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,1324.8,1324.8,1
10270b8780270b80,10-11-2022 11:41:50,1,19,0,18,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.290222,3.892,1.129544024,1,0,0,0,0,0,1,-65,52,0,28,52,Vivo,Vivo,724,11,0,0,0,4026843136,1891102720,89891418112,26028113920,87,37.0,2716693,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,979.2,979.2,1
10270b8780270b80,10-11-2022 11:41:51,1,19,0,19,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.298767,3.892,1.162801164,1,0,0,0,0,0,1,-65,52,0,28,52,Vivo,Vivo,724,11,0,0,0,4016324608,1901621248,89891418112,26028113920,83,37.0,2716694,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,806.4,806.4,1
10270b8780270b80,10-11-2022 11:41:52,1,19,0,20,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.247497,3.877,0.959545869,1,0,0,0,0,0,1,-65,52,0,28,52,Vivo,Vivo,724,11,0,0,0,4013608960,1904336896,89891442688,26028089344,87,37.0,2716695,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,806.4,806.4,1
10270b8780270b80,10-11-2022 11:41:53,1,19,0,21,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.185852,3.877,0.720548204,1,0,0,0,0,0,1,-65,52,0,28,52,Vivo,Vivo,724,11,0,0,0,4008407040,1910054912,89891463168,26028068864,81,37.0,2716696,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,1324.8,1324.8,1
10270b8780270b80,10-11-2022 11:41:54,1,19,0,22,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.308227,3.877,1.194996079,1,0,0,0,0,0,1,-65,52,0,28,52,Vivo,Vivo,724,11,0,0,0,4049903616,1868042240,89891463168,26028068864,79,37.0,2716697,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:41:55,1,19,0,23,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.252075,3.877,0.977294775,1,0,0,0,0,0,1,-65,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4026372096,1891573760,89891467264,26028064768,94,37.0,2716698,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2169.6,2169.6,1
10270b8780270b80,10-11-2022 11:41:56,1,19,0,24,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.161743,3.877,0.627077611,1,0,0,0,0,0,1,-65,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4024614912,1893330944,89891467264,26028064768,81,37.0,2716699,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2304.0,2304.0,1
10270b8780270b80,10-11-2022 11:41:57,1,19,0,25,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.237121,3.877,0.919318117,1,0,0,0,0,0,1,-65,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4003053568,1914892288,89891467264,26028064768,84,37.0,2716700,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,1324.8,1324.8,1
10270b8780270b80,10-11-2022 11:41:58,1,19,0,26,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.252075,3.877,0.977294775,1,0,0,0,0,0,1,-63,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4016783360,1901162496,89891467264,26028064768,81,37.0,2716701,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,979.2,979.2,1
10270b8780270b80,10-11-2022 11:41:59,1,19,0,27,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.23529,3.877,0.91221933,1,0,0,0,0,0,1,-63,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4018421760,1899524096,89891467264,26028064768,79,37.0,2716702,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,979.2,979.2,1
10270b8780270b80,10-11-2022 11:42:00,1,19,0,28,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.272216,3.872,1.054020352,1,0,0,0,0,0,1,-63,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3996848128,1921097728,89891467264,26028064768,81,37.0,2716703,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:01,1,19,0,29,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.236816,3.872,0.916951552,1,0,0,0,0,0,1,-63,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3991650304,1926295552,89891487744,26028044288,81,37.0,2716704,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2304.0,2304.0,1
10270b8780270b80,10-11-2022 11:42:02,1,19,0,30,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.229492,3.872,0.888593024,1,0,0,0,0,0,1,-63,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3985862656,1932083200,89891487744,26028044288,81,37.0,2716705,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:03,1,19,0,31,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,-0.022583,3.872,-0.087441376,1,0,0,0,0,0,1,-63,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3992248320,1925894144,89891487744,26028044288,98,37.0,2716706,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2304.0,2304.0,1
10270b8780270b80,10-11-2022 11:42:04,1,19,0,32,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.302124,3.872,1.169824128,1,0,0,0,0,0,1,-64,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3992244224,1925701632,89891487744,26028044288,87,37.0,2716707,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,979.2,979.2,1
10270b8780270b80,10-11-2022 11:42:05,1,19,0,33,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.003051,3.872,0.011813472,1,0,0,0,0,0,1,-64,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4012355584,1905590272,89891487744,26028044288,81,37.0,2716708,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,1094.4,1094.4,1
10270b8780270b80,10-11-2022 11:42:06,1,19,0,34,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.213012,3.872,0.824782464,1,0,0,0,0,0,1,-64,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3985580032,1932492800,89891487744,26028044288,83,37.0,2716709,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,1094.4,1094.4,1
10270b8780270b80,10-11-2022 11:42:07,1,19,0,35,0,3,1,0,0,0,0,0,1,52,2,2,2,34.8,0.300903,3.872,1.165096416,1,0,0,0,0,0,1,-66,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3989073920,1928871936,89891491840,26028040192,90,37.0,2716710,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,1555.2,1555.2,1
10270b8780270b80,10-11-2022 11:42:08,1,19,0,36,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,-0.412597,3.844,-1.586022868,1,0,0,0,0,0,1,-66,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3987169280,1930788864,89891491840,26028040192,100,37.0,2716711,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,2304.0,2304.0,1
10270b8780270b80,10-11-2022 11:42:09,1,60,0,37,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,-0.13092,3.844,-0.50325648,1,0,0,0,0,0,1,-66,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3993137152,1924825088,89891491840,26028040192,84,37.0,2716712,850439,1497.6,1497.6,1804.8,1804.8,1612.8,1612.8,2169.6,2169.6,1
10270b8780270b80,10-11-2022 11:42:10,1,60,0,38,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.154724,3.844,0.594759056,1,0,0,0,0,0,1,-62,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3994451968,1923493888,89891491840,26028040192,82,37.0,2716713,850439,1497.6,1497.6,1497.6,1497.6,1497.6,1497.6,2169.6,2169.6,1
10270b8780270b80,10-11-2022 11:42:11,1,60,0,39,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.231323,3.844,0.889205612,1,0,0,0,0,0,1,-62,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3996307456,1921638400,89891491840,26028040192,74,37.0,2716714,850439,1497.6,1497.6,1497.6,1497.6,1497.6,1497.6,1708.8,1708.8,1
10270b8780270b80,10-11-2022 11:42:12,1,60,0,40,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.119323,3.844,0.458677612,1,0,0,0,0,0,1,-62,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3996180480,1921753088,89891491840,26028040192,48,37.0,2716715,850439,768.0,768.0,768.0,768.0,768.0,768.0,1094.4,1094.4,1
10270b8780270b80,10-11-2022 11:42:13,1,60,0,41,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.306091,3.844,1.176613804,1,0,0,0,0,0,1,-72,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3998474240,1919471616,89891491840,26028040192,29,37.0,2716716,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:14,1,60,0,42,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.283203,3.844,1.088632332,1,0,0,0,0,0,1,-72,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3998208000,1919737856,89891491840,26028040192,29,37.0,2716717,850439,1017.6,1017.6,1017.6,1017.6,1017.6,1017.6,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:15,1,60,0,43,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.289001,3.844,1.110919844,1,0,0,0,0,0,1,-72,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3999612928,1918332928,89891491840,26028040192,17,37.0,2716718,850439,576.0,576.0,576.0,576.0,576.0,576.0,2304.0,2304.0,1
10270b8780270b80,10-11-2022 11:42:16,1,60,0,44,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.207519,3.909,0.811191771,1,0,0,0,0,0,1,-66,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3998720000,1919225856,89891491840,26028040192,27,37.0,2716719,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:17,1,60,0,45,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.33081,3.909,1.29313629,1,0,0,0,0,0,1,-66,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4000305152,1917640704,89891491840,26028040192,29,37.0,2716720,850439,1017.6,1017.6,1017.6,1017.6,1017.6,1017.6,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:18,1,60,0,46,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.379638,3.909,1.484004942,1,0,0,0,0,0,1,-66,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3999236096,1918709760,89891491840,26028040192,55,37.0,2716721,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:19,1,60,0,47,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.217895,3.909,0.851751555,1,0,0,0,0,0,1,-61,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4001505280,1916440576,89891495936,26028036096,29,37.0,2716722,850439,1017.6,1017.6,1017.6,1017.6,1017.6,1017.6,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:20,1,60,0,48,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.250854,3.909,0.980588286,1,0,0,0,0,0,1,-61,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4004114432,1913831424,89891495936,26028036096,76,37.0,2716723,850439,1497.6,1497.6,1497.6,1497.6,1497.6,1497.6,1939.2,1939.2,1
10270b8780270b80,10-11-2022 11:42:21,1,60,0,49,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.299377,3.909,1.170264693,1,0,0,0,0,0,1,-61,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3999629312,1918316544,89891495936,26028036096,27,37.0,2716724,850439,768.0,768.0,768.0,768.0,768.0,768.0,1324.8,1324.8,1
10270b8780270b80,10-11-2022 11:42:22,1,60,0,50,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.291443,3.909,1.139250687,1,0,0,0,0,0,1,-64,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3998265344,1919680512,89891495936,26028036096,29,37.0,2716725,850439,768.0,768.0,768.0,768.0,768.0,768.0,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:23,1,60,0,51,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.238342,3.909,0.931678878,1,0,0,0,0,0,1,-64,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3999191040,1918754816,89891495936,26028036096,74,37.0,2716726,850439,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:24,1,60,0,52,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.19165,3.909,0.74915985,1,0,0,0,0,0,1,-64,52,0,52,52,Vivo,Vivo,724,11,0,0,0,3997450240,1920495616,89891500032,26028032000,27,37.0,2716727,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:25,1,60,0,53,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.251465,3.892,0.97870178,1,0,0,0,0,0,1,-70,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4005953536,1911992320,89891500032,26028032000,27,37.0,2716728,850439,768.0,768.0,768.0,768.0,768.0,768.0,806.4,806.4,1
10270b8780270b80,10-11-2022 11:42:26,1,60,0,54,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.20935,3.892,0.8147902,1,0,0,0,0,0,1,-70,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4007477248,1910468608,89891500032,26028032000,57,37.0,2716729,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,1843.2,1843.2,1
10270b8780270b80,10-11-2022 11:42:27,1,60,0,55,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.229797,3.892,0.894369924,1,0,0,0,0,0,1,-70,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4006187008,1911758848,89891500032,26028032000,27,37.0,2716730,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:28,1,60,0,56,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.186462,3.892,0.725710104,1,0,0,0,0,0,1,-66,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4006510592,1911418880,89891500032,26028032000,29,37.0,2716731,850439,768.0,768.0,768.0,768.0,768.0,768.0,1324.8,1324.8,1
10270b8780270b80,10-11-2022 11:42:29,1,60,0,57,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.299072,3.892,1.163988224,1,0,0,0,0,0,1,-66,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4006285312,1911676928,89891500032,26028032000,50,37.0,2716732,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:30,1,60,0,58,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.217895,3.892,0.84804734,1,0,0,0,0,0,1,-66,52,0,52,52,Vivo,Vivo,724,11,0,0,0,4008120320,1909825536,89891500032,26028032000,29,37.0,2716733,850439,576.0,576.0,576.0,576.0,576.0,576.0,806.4,806.4,1
10270b8780270b80,10-11-2022 11:42:31,1,60,0,59,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.248108,3.892,0.965636336,1,0,0,0,0,0,1,-67,9,0,26,9,Vivo,Vivo,724,11,0,0,0,4002529280,1915416576,89891045376,26028486656,87,37.0,2716734,850439,1804.8,1804.8,1804.8,1804.8,1804.8,1804.8,1939.2,1939.2,1
10270b8780270b80,10-11-2022 11:42:32,1,60,0,60,0,3,1,0,0,0,0,0,1,52,2,2,2,34.9,0.151367,3.892,0.589120364,1,0,0,0,0,0,1,-67,9,0,26,9,Vivo,Vivo,724,11,0,0,0,4002996224,1914933248,89891045376,26028486656,29,37.0,2716735,850439,576.0,576.0,576.0,576.0,576.0,576.0,806.4,806.4,1
10270b8780270b80,10-11-2022 11:42:33,1,60,0,61,0,3,1,0,0,0,0,0,1,52,2,2,2,35.0,0.264587,3.863,1.022099581,1,0,0,0,0,0,1,-67,9,0,26,9,Vivo,Vivo,724,11,0,0,0,4001550336,1916395520,89891045376,26028486656,50,37.0,2716736,850439,576.0,576.0,576.0,576.0,576.0,576.0,2304.0,2304.0,1
10270b8780270b80,10-11-2022 11:42:34,1,60,0,62,0,3,1,0,0,0,0,0,1,52,2,2,2,35.0,0.307922,3.863,1.189502686,1,0,0,0,0,0,1,-67,58,0,57,58,Vivo,Vivo,724,11,0,0,0,4003057664,1914888192,89891045376,26028486656,27,37.0,2716737,850439,1017.6,1017.6,1017.6,1017.6,1017.6,1017.6,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:35,1,60,0,63,0,3,1,0,0,0,0,0,1,52,2,2,2,35.0,0.275879,3.863,1.065720577,1,0,0,0,0,0,1,-67,58,0,57,58,Vivo,Vivo,724,11,0,0,0,4002373632,1915572224,89891065856,26028466176,29,37.0,2716738,850439,768.0,768.0,768.0,768.0,768.0,768.0,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:36,1,60,0,64,0,3,1,0,0,0,0,0,1,52,2,2,2,35.0,0.292053,3.863,1.128200739,1,0,0,0,0,0,1,-67,58,0,57,58,Vivo,Vivo,724,11,0,0,0,4004159488,1913786368,89891065856,26028466176,27,37.0,2716739,850439,768.0,768.0,768.0,768.0,768.0,768.0,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:37,1,60,0,65,0,3,1,0,0,0,0,0,1,52,2,2,2,35.0,0.15625,3.865,0.60390625,1,0,0,0,0,0,1,-66,9,0,57,9,Vivo,Vivo,724,11,0,0,0,4003049472,1914896384,89891065856,26028466176,29,37.0,2716740,850439,768.0,768.0,768.0,768.0,768.0,768.0,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:38,1,60,0,66,0,3,1,0,0,0,0,0,1,52,2,2,2,35.0,0.28656,3.865,1.1075544,1,0,0,0,0,0,1,-66,9,0,57,9,Vivo,Vivo,724,11,0,0,0,4001816576,1916129280,89891065856,26028466176,29,37.0,2716741,850439,768.0,768.0,768.0,768.0,768.0,768.0,652.8,652.8,1
10270b8780270b80,10-11-2022 11:42:39,1,60,0,67,0,3,1,0,0,0,0,0,1,52,2,2,2,35.0,0.256347,3.865,0.990781155,1,0,0,0,0,0,1,-66,9,0,57,9,Vivo,Vivo,724,11,0,0,0,4000366592,1917579264,89891065856,26028466176,56,37.0,2716742,850439,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,806.4,806.4,1
10270b8780270b80,10-11-2022 11:42:40,1,60,0,68,0,3,1,0,0,0,0,0,1,52,2,2,2,35.0,0.307617,3.865,1.188939705,1,0,0,0,0,0,1,-67,52,0,57,52,Vivo,Vivo,724,11,0,0,0,3997609984,1920319488,89891065856,26028466176,19,37.0,2716743,850439,1248.0,1248.0,1248.0,1248.0,1248.0,1248.0,652.8,652.8,1
